query,answer,image
How many colors make up the EFL League Two logo?,two,97e36d22aebc632ca3bb06307a5e3be9
What geometric shape is used to designate players such as the Wide receiver?,circle,0b69c3b54ab2a8197f4f8be93e268a03
Death Race 2 stars how many people on the cover of the DVD?,four,3ecb41259c6d4baa494427b68c00cb03
How many different colored tents are fully visible in the photo of Hopi Hari?,three,be1e723f6d546ec413369cbee8d87be3
How many photos are seen at the bottom of the collage of Oxford?,three,f9661a42e82f9bed50e3fbb0412d50c8
What color is the sky in bristol?,orange,1522033b9c8ce158698c19812f2922db
Do all the buildings in Colombo appear to stand straight up?,no,9704dde5bad706d20d4cedc28a694d1f
"On the poster for The Equalizer, what is the person standing in front of?",car,629332bfab1357e4e2adf933876857d5
What shape sits on the very apex of Martina Franca?,cross,b7e07113dff43d926a96d307c78a61a5
Were there a lot of fans at games during the 1999 NFL season?,yes,4e13d6f96d479400abde4c6eba6839d3
What color jacket is David Bowie wearing?,black,dfcd921d54971e95264bb669f3a3fa9a
How many keys are in yellow in this picture of baritone keys?,one,e67dc741da5e752509a5b2c78eea84ef
What facial expression is on this man's face after winning the Academy Award for Best Actor?,smile,3ba5cb94bcd747592670efd760ad440a
What general shape is the Asianet (TV channel) logo in the shape of?,triangle,6c6f3c3d204c5a06cc812fce214734b1
What is suresh gopi holding?,microphone,a60ba6966a8a070684a4eb0fa608ca31
What color shirt is Mukesh (actor) wearing?,white,4b951fddaa31e49e4aff1d06dda54518
How many photos make up this collage of Southampton?,five,ae63680ef315f50a131ccdf76fcb8330
Is it clear or rainy in durban?,clear,9054c0e0d68ae514689303cdad3bf93b
Is Montego Bay a hilly or flat area?,hilly,f6bd0b86045fdc110ecfd35e9a1ba140
"What structure is over the body of water in this photo of Columbus, Ohio?",bridge,445b35386f927866cd1b252d7e27a9ab
Are the letter for The Merchant of Venice poster red?,no,86e1639e790ade8e6bfebad90d015174
How many heads does the bird on the Wimbledon F.C. logo have?,two,aed1b89aace4dc675bc34549b33dffa5
What animal is in the Los Angeles Aztecs logo?,bird,af0abc68a36192cf0ce973a136d2e7e9
What design pattern is on the tie Anwar Sadat is wearing?,spotted,ab1f1c160767c006069e6a65e7ab4187
Is there a cityscape visible in the top section of Düsseldorf?,yes,9de4b17dee13f58bfb7c7aa88f62d6c5
What type of land feature is behind the town in the distance in Davos?,mountains,6ee3fec2d76b097e5922b607eab8248c
What does the man on the Sons of Anarchy have on his back?,tattoo,0fa000530623d110c221c652a42b0308
What emotion is Darrell Waltrip displaying?,happiness,904f9ee7b508432f9ba6f433b4a5b641
How many people are wearing a tie in the How I Met Your Mother image?,one,08f3a8eb12378a9d90d7c567afe3e3c3
What is the color in the background of the logo for Traffic Light (TV series)?,yellow,e22beb7b154a66837caf309186aec40f
How many photos make up this collage of Stockholm?,six,96c7af79fdd893a44fabf2799070879f
What color is the hallway in the Saving Hope advert?,blue,e2024537f3ed1bd7b574af483096bc12
What color is the grimm (tv series) logo?,grey,53afd16158b60f0d1f75d18f3fd9126e
How many white stripes are seen on the Asianet (TV channel) logo?,four,6c6f3c3d204c5a06cc812fce214734b1
where is the Home and Away screen depicted?,beach,3bf5208118cfdf42e939cd414eef192b
What type of plant is in the middle of the Celtic F.C. logo?,clover,be2a001f59fcfe989a53c9f12aa82b0f
What are all three men holding in this photo from the 2003 NFL season?,microphones,a26a3a974c0f04d04db68f0f15f1fa0d
Who are the two on the field with at least one arm raised with vertical lines on their chest in 2007 NFL season?,referees,2c08f14a07d398234b952339b0de6455
How many photos are in this collage of Pescara?,six,b82f5a24882fefb38f8e0bc27437dab9
In what direction is Tom Crabtree looking?,right,f46a280379a5cf3c911bb48494dc5bb6
What color shirt is Rod Stewart wearing?,white,bebe30891477543bad402ff87a47b39f
What is the woman walking down on the cover of Heaven Is a Place on Earth?,stairs,45c1175a38c6841326fe833c89d3a0b9
What kind of facial hair is on the face of Dale Earnhardt?,mustache,b78df266d185cefbd7f4ae8e6f17fabc
What surrounds the water in the poster for I Still See You (film)?,stone,3d1608d6b3eb89709d8f97dbe248e7ef
Is the pattern on the Asylum Records logo striped or starred?,striped,9e4e91de2768de7250f36e5dd9aa14b1
How many images make up this collage featuring Gold?,twelve,964bb6812b28019b88b814afc2b9de90
What type of vehicle is the creature riding in Comedy Bang! Bang! (TV series)?,motorcycle,26f0b342ac629d01e4ee5a69d4aac018
What is Michael Jackson holding on to?,microphone,9430640f93517c0687326e6b6ac9c1d6
What formations surround Davos?,mountains,6ee3fec2d76b097e5922b607eab8248c
What white substance is on the ground in this photo from the 2006 NFL season?,snow,3f69cd396566b100b8245c5e3ddf021d
What sport is being played in one of the photos in this collage of Pittsburgh?,baseball,74c925babb2c2f14183c498b8a6e123a
What color is the collar of Karel Nováček's shirt?,white,5c60b0a5c45c60e8c88902646465314c
How many photos make up this collage of Dusseldorf?,four,9de4b17dee13f58bfb7c7aa88f62d6c5
What type of body of water is seen running parallel to the street in the photo of Los Angeles?,river,e5585615464800f8d4f0ce2d6daf203b
What is the main color on the poster for At Last?,red,c89d7a7c6d5a3a8d1cb66ddac42cf637
What color is the background on the movie poster for Shut Up and Let Me Go?,yellow,44faa4a4833bad938e5a92e7c653a640
How many members are in the band The Ting Tings?,2,731345ee22f49aac943208dc3ca3db1f
What is Ernie Els wearing on his left hand?,glove,48d45c1aed3a6b7e0e762ff5230d5b5d
How many red stripes are on the flag for Austria?,two,69a96448d6ac96d383ca7410918d79a4
What color is the background behind the stars on the flag for the United States?,blue,4c6e0c8d6b9223bd435809e52eecd008
What is Jeff Gordon wearing over his eyes?,sunglasses,e14fef998ba0732ee0055fb68d2ecef7
How many uniform options are shown here for the 2013 Minnesota Vikings season?,two,75336a67591cb57fe79ef24fbd75c584
Is the front man for Maroon 5 playing an instrument?,no,015f860efb98b6a068b3d88835215e76
What color is Ruby Walsh's hood?,red,1ca19521f6c571ddf5496f006851cfb8
"What color are the low walls and the sign on the bleachers in Akron, Ohio?",red,7e24bef2e9aa23cd8eb66c1ac16568ef
How many countries in Africa have standard-definition television?,one,f82a8b4e3fda85e566786b3805ebf644
How many objects are at the top of the tall black building in Chicago?,two,3322e5824cfbc40968ca24e289486d6c
What sport does Martina Navratilova play?,tennis,10b8e48182486a3da252cc0eb6c7a80b
What is Billie Jean King wearing in front of her eyes?,glasses,7821f104c95e9af9e30b2e61e4ece616
What color top is Betty Stöve wearing?,white,3e17bb01e68ebd50cbaeb42b43f4320f
"What color is the main background of the Doogie Howser, M.D. screen?",blue,c04a2e52b9de5b5ab4f9d565a16e4c20
Is Mary J. Blige wearing black on the cover for Growing Pains (Mary J. Blige album)?,no,51c065becbb7d1e8f5438c78b421107e
What facial expression is Selena making?,smile,245317c9c658a776e3466246f9dff319
What shape are the tiles inside the Telugu cinema?,square,94096ec65ce831a7164eb91c99aad91d
What is the Tamil cinema logo ball sitting next to?,streetlight,47f3d4bb6850f2edebe68adec432148f
What are the color of the jackets being worn by the men in Rokudenashi Blues?,black,2d7c92842a69a1b37bfe72a5218290c9
Wrigley Field has how many different areas of seating in the far outfield?,two,6e275db434f72d93417b5356ccba8c57
What is maui surrounded by?,water,7cab83b012586b0ace64d8dafad0eb2c
"Is the bay in Kalaupapa, Hawaii empty or full of boats?",empty,875c1c232fab181467ba75f3d1a2b8cf
How many colors make up the flag of France?,three,ea1931a82ce6ef7a1a2ff6b7471ee3aa
What is each Cadet holding in his right hand?,gun,50ccc7ab2db82b7feeaa3bbf6f533773
How many different uniform types were worn during the 2006 Indianapolis Colts season?,two,eb58b2968da902a43e5ca65d8efadb29
What is the silver object in newsradio?,microphone,4f5aa2ad6b5d1bc7d9f956cde914ede7
Where are the hands of the man who is walking in the poster for Notting Hill (film)?,pockets,b7d2e3e6db2fb1174421395e2771952b
Is a globe part of the As the World Turns logo?,yes,055d118116e7747f15d9559b282eb9f7
What object is at the center of the flag of Canada?,leaf,a648b2cd489eef91c53d7f48b2733c57
Is Masten Gregory sitting or standing in this photo?,sitting,249f8269d9ada7fe51be69eff8283d38
What main color besides purple makes up the uniform for the 2014 Minnesota Vikings season?,white,6ce6bde9d2480b7e309554b2e4ace94d
What color helmets did the team wear during the 2014 Pittsburgh Steelers season?,black,34d4fc37543e7763a821c4677561272d
What is the race of this Long jump competitor?,black,f0ab760fcaff6c2200c35ba72a46dddc
How many feet does this Shot put competitor have off the ground?,one,a008045ce7846591a557058958c34286
How many athletes are participating in the 400 metres run?,nine,78536b542fda80b7e28370e03be1e791
What type of object does a person hold while doing a Pole vault?,pole,302df25d1f11f03ed1ac061cd9b526a4
Is the gated area in this image of San Diego made of grass or bricks?,bricks,fa99a9e1703d2dab353b34ae5c22c3e4
What weapon did Conan use in Conan the Barbarian (1982 film)?,sword,ed3905308a611d931d887a021a9e8bdc
What color is the shirt of the man that the woman is hugging in A Midsummer Night’s Dream?,orange,5928fd62b73e04d50c9cb77d426795a7
How many vehicles are outside the Royal Court Theatre?,two,c1403c696634ae69e2250d6dd7e0ff99
What is the character on the cover of the simpsons movie eating?,doughnut,9d931a861d2b9e9be0071b56fcd5dbfe
What made it possible for the cars to get across the body of water in geneva?,bridge,181f4c4db7e0550502dc6d06f114bf22
How many photos make up this collage of Atlanta?,ten,e8c802f29e9869e013779c87518fb69c
"What color are the tree leaves in this photo of Macon, Georgia?",green,6fc40d946575ae4b0408bb225c8ba495
"Is there a stadium in Fayetteville, Arkansas?",yes,4cf1a8845179dba18a8018397879d957
What is at the center of the circle on the Fontana North logo?,star,45dfe40c37dda4c4e4790b6a2748e70c
What is the character on the logo for the Melbourne Storm holding?,lightning,b5fafc9de980037c99a86c0855730a93
How many players are in this picture of Ekstraklasa?,thirteen,720cdfdac4e60fb9fc5470f630cdd291
What is the center player holding in his right hand in this photo from the 1984 New Orleans Saints season?,football,ad3dc96dc69864a7d3ced1e08aa1e946
Was the photo from the 1984 San Francisco 49ers season taken in the day or night?,night,0f0f213b9d5d80f145f8265abac46c8c
Does the Astrodome have a roof?,yes,21afca94b9b666ddebe28f69f10d81ef
What other type of facial hair other than a moustache does William Shakespeare have?,beard,b95286acbb525edd9a1171deef37ee48
How many nighttime photos are in this collage of Edinburgh?,none,d936e0d4d2ca8cebbe17aefc7462de4f
What weapon is the statue in Nottingham holding?,bow,0456e46f49d1906858ab54d26a24a606
What is at the center of the Panathinaikos F.C. logo?,shamrock,34648f299497366e20785d04f60c16aa
What propulsion system is on the front of the plane in Albatros D.V?,propeller,c5cf67fe1e914bfea4ca63742b4b47fa
"What is on top of the steeple on the building in Albert, Somme?",statue,55fa837245ded5eff85251a197470deb
What color is André Segatti's shirt?,white,8895ed0d004b6e45f4ba98857b1f56c9
what color are the awnings in Florianópolis?,green,b1a1221af7d759c0c0a0e58c1af221e4
What sleeve length is the shirt that Islam Slimani is wearing?,short,8c892ecdaebdc09729eee94236b00014
What kind of symbol is on the right side of Jesse Lingard's jacket?,swoosh,3a873b5a95ef4fe58f90fff038704b4b
How many arms display tattoos on Jason cummings?,one,1e7c07d0c91ff4c1fc73abd18828256a
What is Jochen Rindt holding in his hands?,flowers,22cf8770de605bcc44e559f5bde42cb5
What is on both men's heads on the title screen for Still Game?,hats,5e78923beb87b9ac29567a13daad200b
What pattern is the shirt of the male subject in Vellathooval?,stripes,17fcf7b3c42a0de5e36b627c1af7d2a8
What is he holding in Saturn Award?,trophy,980677c2ed1e82728413f9534802c212
The background of the Ghost Whisperer title has what weather phenomenon in the background?,fog,76c1c0d615286b2f512effca8bf67de4
What color is the sky in stockholm?,blue,96c7af79fdd893a44fabf2799070879f
Are there players on the field in Ravenhill Stadium?,no,60e8e56542c6fa4d20694dd0625f84ea
How many shields are on the logo for Belfast Royal Academy?,3,272955d520f50035046e07365a56f24b
Is the cross on Sweden's flag to the left or right side?,left,22ca3078a19c5898d8f173a6ae5d69e8
what colour is the hat that bob dylan is wearing?,white,f5cbf925ab8a92bed75b9ad81fffe656
How many of the men are wearing hats in The Band?,3,8767b27ae519719413b1e90bb90b5d7a
How many colors make up the uniforms for the 2016 New York Jets season?,two,f0e4fe539a0dceaadd62ede131d19b0e
Which uniform does not appear to belong when considering those used for the 2016 Arizona Cardinals season?,alternate,aaf1dd667eaa8a28f58935dc26742f78
How many uniform options shown here for the 2016 San Francisco 49ers season include tan pants?,two,2e090a6f1f4aa86fa8578021232adc28
How many different colors of pants were worn during the 2016 Jacksonville Jaguars season?,three,a8e9999f1c85e9899c12ece70a227582
Did any Browns players wear the #10 jersey in the 2016 Cleveland Browns season?,yes,f50501b84be8ccb0dfb8d6670843c547
What is the color of the shirt Robert De Niro is wearing?,blue,e82056d716b0bbbe12c62dd0c27501af
What color hair does Gordon Ramsay have?,blonde,284b4d797318625f68a07266616d377e
What color is the vampire diaries background?,black,248ed349c0ddf0263b1cdd9ea96c44a8
What color is the racer's helmet in the Double R Racing car,red,ac2ed96e93b622508cf6b8f0c33e6a42
What is the shape of the frame in Yang Kaihui?,oval,c57f160cf479a06b081533d7a2dde03e
What natural structure is viewable behind the Tokyo skyline?,mountain,f63228fa891acc3142e97c778aa1f600
That is held in the middle of the tower toward the top of Mazan?,bell,e0bc7c94d8b5cb2f5ab751f3c20f9216
What is the horse in the ettifaq fc logo doing?,prancing,036acce7c145ce519e47857059901f82
What body parts are being covered by the hands of 2017 eliteserien ?,ears,addcc81948208075135a8cc40eee9984
What color besides white makes up the logo for Ford Motor Company?,blue,c4e4761af42febd83203aee57438a888
What formation is over the water in this photo of Sydney?,bridge,2d6cdcc1ce5a038f2f8e6fe3e2a804f6
What is Lil Jon wearing on his left hand?,ring,879980b19be04aae5a43a2c76f039b2c
What is Ludacris wearing in his ears?,earrings,d88967995f0575d2b78406ac5ad4eb39
What is Soulja Boy wearing on his right arm?,watch,ddb3ffde0d19fc8379c3528c6035aa32
What color is the logo on Daredevil (TV series)?,red,3c07acfe0b2e3d003ff45cb252e1dcc5
Does Chiranjeevi have a mustache?,yes,a112b5d7c1799c30a54af22fa0999e5b
Which hand is the man trying to evade the Defensive tackle carrying the ball in?,left,543a09bb7533b178ec1b8a5dff64c413
What is around Serena Williams's kneck?,necklace,65522a2fb545c317f7bf66a8067b95eb
